BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Princess L. Blanding,3.0,Prince William County,1.05%,Liberation,514 - ANTIETAM (11),13.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,514 - ANTIETAM (11),0.0
Glenn A. Youngkin,1.0,Prince William County,28.72%,Republican,601 - DALE (11),216.0
Terry R. McAuliffe,2.0,Prince William County,70.74%,Democratic,601 - DALE (11),532.0
Princess L. Blanding,3.0,Prince William County,0.53%,Liberation,601 - DALE (11),4.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,601 - DALE (11),0.0
Glenn A. Youngkin,1.0,Prince William County,31.44%,Republican,602 - BEVILLE (11),405.0
Terry R. McAuliffe,2.0,Prince William County,67.31%,Democratic,602 - BEVILLE (11),867.0
Princess L. Blanding,3.0,Prince William County,1.24%,Liberation,602 - BEVILLE (11),16.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,602 - BEVILLE (11),0.0
Glenn A. Youngkin,1.0,Prince William County,25.08%,Republican,603 - HAMPTON (11),166.0
Terry R. McAuliffe,2.0,Prince William County,74.47%,Democratic,603 - HAMPTON (11),493.0
Princess L. Blanding,3.0,Prince William County,0.45%,Liberation,603 - HAMPTON (11),3.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,603 - HAMPTON (11),0.0
Glenn A. Youngkin,1.0,Prince William County,0.00%,Republican,604 - GIDEON (11),0.0
Terry R. McAuliffe,2.0,Prince William County,0.00%,Democratic,604 - GIDEON (11),0.0
Princess L. Blanding,3.0,Prince William County,0.00%,Liberation,604 - GIDEON (11),0.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,604 - GIDEON (11),0.0
Glenn A. Youngkin,1.0,Prince William County,45.86%,Republican,605 - MINNIEVILLE (11),676.0
Terry R. McAuliffe,2.0,Prince William County,53.19%,Democratic,605 - MINNIEVILLE (11),784.0
Princess L. Blanding,3.0,Prince William County,0.95%,Liberation,605 - MINNIEVILLE (11),14.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,605 - MINNIEVILLE (11),0.0
Glenn A. Youngkin,1.0,Prince William County,45.88%,Republican,606 - BEL AIR (11),351.0
Terry R. McAuliffe,2.0,Prince William County,53.46%,Democratic,606 - BEL AIR (11),409.0
Princess L. Blanding,3.0,Prince William County,0.65%,Liberation,606 - BEL AIR (11),5.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,606 - BEL AIR (11),0.0
Glenn A. Youngkin,1.0,Prince William County,34.23%,Republican,607 - KERRYDALE (11),355.0
Terry R. McAuliffe,2.0,Prince William County,64.42%,Democratic,607 - KERRYDALE (11),668.0
Princess L. Blanding,3.0,Prince William County,1.35%,Liberation,607 - KERRYDALE (11),14.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,607 - KERRYDALE (11),0.0
Glenn A. Youngkin,1.0,Prince William County,38.21%,Republican,608 - ENTERPRISE (11),329.0
Terry R. McAuliffe,2.0,Prince William County,59.93%,Democratic,608 - ENTERPRISE (11),516.0
Princess L. Blanding,3.0,Prince William County,1.86%,Liberation,608 - ENTERPRISE (11),16.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,608 - ENTERPRISE (11),0.0
Glenn A. Youngkin,1.0,Prince William County,0.00%,Republican,609 - KING (01),0.0
Terry R. McAuliffe,2.0,Prince William County,0.00%,Democratic,609 - KING (01),0.0
Princess L. Blanding,3.0,Prince William County,0.00%,Liberation,609 - KING (01),0.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,609 - KING (01),0.0
Glenn A. Youngkin,1.0,Prince William County,0.00%,Republican,609 - KING (11),0.0
Terry R. McAuliffe,2.0,Prince William County,0.00%,Democratic,609 - KING (11),0.0
Princess L. Blanding,3.0,Prince William County,0.00%,Liberation,609 - KING (11),0.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,609 - KING (11),0.0
Glenn A. Youngkin,1.0,Prince William County,0.00%,Republican,610 - FITZGERALD (11),0.0
Terry R. McAuliffe,2.0,Prince William County,0.00%,Democratic,610 - FITZGERALD (11),0.0
Princess L. Blanding,3.0,Prince William County,0.00%,Liberation,610 - FITZGERALD (11),0.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,610 - FITZGERALD (11),0.0
Glenn A. Youngkin,1.0,Prince William County,34.89%,Republican,611 - NEABSCO (11),254.0
Terry R. McAuliffe,2.0,Prince William County,64.15%,Democratic,611 - NEABSCO (11),467.0
Princess L. Blanding,3.0,Prince William County,0.96%,Liberation,611 - NEABSCO (11),7.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,611 - NEABSCO (11),0.0
Glenn A. Youngkin,1.0,Prince William County,0.00%,Republican,701 - BELMONT (11),0.0
Terry R. McAuliffe,2.0,Prince William County,0.00%,Democratic,701 - BELMONT (11),0.0
Princess L. Blanding,3.0,Prince William County,0.00%,Liberation,701 - BELMONT (11),0.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,701 - BELMONT (11),0.0
Glenn A. Youngkin,1.0,Prince William County,28.38%,Republican,702 - LIBRARY (11),260.0
Terry R. McAuliffe,2.0,Prince William County,70.31%,Democratic,702 - LIBRARY (11),644.0
Princess L. Blanding,3.0,Prince William County,1.31%,Liberation,702 - LIBRARY (11),12.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,702 - LIBRARY (11),0.0
Glenn A. Youngkin,1.0,Prince William County,28.89%,Republican,703 - LYNN (11),128.0
Terry R. McAuliffe,2.0,Prince William County,69.98%,Democratic,703 - LYNN (11),310.0
Princess L. Blanding,3.0,Prince William County,1.13%,Liberation,703 - LYNN (11),5.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,703 - LYNN (11),0.0
Glenn A. Youngkin,1.0,Prince William County,25.03%,Republican,704 - PORTER (11),198.0
Terry R. McAuliffe,2.0,Prince William County,74.21%,Democratic,704 - PORTER (11),587.0
Princess L. Blanding,3.0,Prince William County,0.76%,Liberation,704 - PORTER (11),6.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,704 - PORTER (11),0.0
Glenn A. Youngkin,1.0,Prince William County,47.52%,Republican,705 - POTOMAC VIEW (11),278.0
Terry R. McAuliffe,2.0,Prince William County,52.14%,Democratic,705 - POTOMAC VIEW (11),305.0
Princess L. Blanding,3.0,Prince William County,0.34%,Liberation,705 - POTOMAC VIEW (11),2.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,705 - POTOMAC VIEW (11),0.0
Glenn A. Youngkin,1.0,Prince William County,0.00%,Republican,706 - RIPPON (11),0.0
Terry R. McAuliffe,2.0,Prince William County,0.00%,Democratic,706 - RIPPON (11),0.0
Princess L. Blanding,3.0,Prince William County,0.00%,Liberation,706 - RIPPON (11),0.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,706 - RIPPON (11),0.0
Glenn A. Youngkin,1.0,Prince William County,40.89%,Republican,707 - KILBY (11),303.0
Terry R. McAuliffe,2.0,Prince William County,58.43%,Democratic,707 - KILBY (11),433.0
Princess L. Blanding,3.0,Prince William County,0.67%,Liberation,707 - KILBY (11),5.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,707 - KILBY (11),0.0
Glenn A. Youngkin,1.0,Prince William County,24.59%,Republican,708 - RIVER OAKS (11),238.0
Terry R. McAuliffe,2.0,Prince William County,75.31%,Democratic,708 - RIVER OAKS (11),729.0
Princess L. Blanding,3.0,Prince William County,0.10%,Liberation,708 - RIVER OAKS (11),1.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,708 - RIVER OAKS (11),0.0
Glenn A. Youngkin,1.0,Prince William County,23.63%,Republican,709 - FREEDOM (11),440.0
Terry R. McAuliffe,2.0,Prince William County,75.19%,Democratic,709 - FREEDOM (11),1400.0
Princess L. Blanding,3.0,Prince William County,1.18%,Liberation,709 - FREEDOM (11),22.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,709 - FREEDOM (11),0.0
Glenn A. Youngkin,1.0,Prince William County,20.14%,Republican,710 - POWELLS CREEK (11),167.0
Terry R. McAuliffe,2.0,Prince William County,79.13%,Democratic,710 - POWELLS CREEK (11),656.0
Princess L. Blanding,3.0,Prince William County,0.72%,Liberation,710 - POWELLS CREEK (11),6.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,710 - POWELLS CREEK (11),0.0
Glenn A. Youngkin,1.0,Prince William County,32.29%,Republican,711 - GRAYSON (11),268.0
Terry R. McAuliffe,2.0,Prince William County,66.75%,Democratic,711 - GRAYSON (11),554.0
Princess L. Blanding,3.0,Prince William County,0.96%,Liberation,711 - GRAYSON (11),8.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,711 - GRAYSON (11),0.0
Glenn A. Youngkin,1.0,Prince William County,40.76%,Republican,712 - LEESYLVANIA (11),417.0
Terry R. McAuliffe,2.0,Prince William County,58.85%,Democratic,712 - LEESYLVANIA (11),602.0
Princess L. Blanding,3.0,Prince William County,0.39%,Liberation,712 - LEESYLVANIA (11),4.0
Write In,2147483647.0,Prince William County,0.00%,Write-In,712 - LEESYLVANIA (11),0.0
Glenn A. Youngkin,1.0,Pulaski County,34.58%,Republican,# AB - Central Absentee Precinct (09),351.0
Terry R. McAuliffe,2.0,Pulaski County,63.74%,Democratic,# AB - Central Absentee Precinct (09),647.0
Princess L. Blanding,3.0,Pulaski County,1.67%,Liberation,# AB - Central Absentee Precinct (09),17.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,# AB - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,68.05%,Republican,# EV - Central Absentee Precinct (09),2164.0
Terry R. McAuliffe,2.0,Pulaski County,31.16%,Democratic,# EV - Central Absentee Precinct (09),991.0
Princess L. Blanding,3.0,Pulaski County,0.66%,Liberation,# EV - Central Absentee Precinct (09),21.0
Write In,2147483647.0,Pulaski County,0.13%,Write-In,# EV - Central Absentee Precinct (09),4.0
Glenn A. Youngkin,1.0,Pulaski County,0.00%,Republican,# PE - Central Absentee Precinct (09),0.0
Terry R. McAuliffe,2.0,Pulaski County,0.00%,Democratic,# PE - Central Absentee Precinct (09),0.0
Princess L. Blanding,3.0,Pulaski County,0.00%,Liberation,# PE - Central Absentee Precinct (09),0.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,# PE - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,0.00%,Republican,## Provisional (09),0.0
Terry R. McAuliffe,2.0,Pulaski County,0.00%,Democratic,## Provisional (09),0.0
Princess L. Blanding,3.0,Pulaski County,0.00%,Liberation,## Provisional (09),0.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,## Provisional (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,78.69%,Republican,101 - BELSPRING (09),373.0
Terry R. McAuliffe,2.0,Pulaski County,20.89%,Democratic,101 - BELSPRING (09),99.0
Princess L. Blanding,3.0,Pulaski County,0.42%,Liberation,101 - BELSPRING (09),2.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,101 - BELSPRING (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,70.72%,Republican,102 - NEW RIVER (09),826.0
Terry R. McAuliffe,2.0,Pulaski County,28.85%,Democratic,102 - NEW RIVER (09),337.0
Princess L. Blanding,3.0,Pulaski County,0.34%,Liberation,102 - NEW RIVER (09),4.0
Write In,2147483647.0,Pulaski County,0.09%,Write-In,102 - NEW RIVER (09),1.0
Glenn A. Youngkin,1.0,Pulaski County,82.82%,Republican,103 - WEST CLOYD (09),506.0
Terry R. McAuliffe,2.0,Pulaski County,16.69%,Democratic,103 - WEST CLOYD (09),102.0
Princess L. Blanding,3.0,Pulaski County,0.49%,Liberation,103 - WEST CLOYD (09),3.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,103 - WEST CLOYD (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,84.33%,Republican,201 - DRAPER (09),635.0
Terry R. McAuliffe,2.0,Pulaski County,15.41%,Democratic,201 - DRAPER (09),116.0
Princess L. Blanding,3.0,Pulaski County,0.27%,Liberation,201 - DRAPER (09),2.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,201 - DRAPER (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,74.38%,Republican,202 - SOUTH PULASKI (09),90.0
Terry R. McAuliffe,2.0,Pulaski County,22.31%,Democratic,202 - SOUTH PULASKI (09),27.0
Princess L. Blanding,3.0,Pulaski County,2.48%,Liberation,202 - SOUTH PULASKI (09),3.0
Write In,2147483647.0,Pulaski County,0.83%,Write-In,202 - SOUTH PULASKI (09),1.0
Glenn A. Youngkin,1.0,Pulaski County,79.36%,Republican,203 - NEWBERN (09),846.0
Terry R. McAuliffe,2.0,Pulaski County,20.26%,Democratic,203 - NEWBERN (09),216.0
Princess L. Blanding,3.0,Pulaski County,0.38%,Liberation,203 - NEWBERN (09),4.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,203 - NEWBERN (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,84.63%,Republican,301 - DUBLIN (09),804.0
Terry R. McAuliffe,2.0,Pulaski County,14.95%,Democratic,301 - DUBLIN (09),142.0
Princess L. Blanding,3.0,Pulaski County,0.42%,Liberation,301 - DUBLIN (09),4.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,301 - DUBLIN (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,84.50%,Republican,302 - HIWASSEE (09),218.0
Terry R. McAuliffe,2.0,Pulaski County,15.12%,Democratic,302 - HIWASSEE (09),39.0
Princess L. Blanding,3.0,Pulaski County,0.39%,Liberation,302 - HIWASSEE (09),1.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,302 - HIWASSEE (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,84.99%,Republican,304 - SNOWVILLE (09),555.0
Terry R. McAuliffe,2.0,Pulaski County,14.09%,Democratic,304 - SNOWVILLE (09),92.0
Princess L. Blanding,3.0,Pulaski County,0.77%,Liberation,304 - SNOWVILLE (09),5.0
Write In,2147483647.0,Pulaski County,0.15%,Write-In,304 - SNOWVILLE (09),1.0
Glenn A. Youngkin,1.0,Pulaski County,83.99%,Republican,401 - MASSIE (09),913.0
Terry R. McAuliffe,2.0,Pulaski County,15.18%,Democratic,401 - MASSIE (09),165.0
Princess L. Blanding,3.0,Pulaski County,0.74%,Liberation,401 - MASSIE (09),8.0
Write In,2147483647.0,Pulaski County,0.09%,Write-In,401 - MASSIE (09),1.0
Glenn A. Youngkin,1.0,Pulaski County,87.32%,Republican,402 - WALKER (09),420.0
Terry R. McAuliffe,2.0,Pulaski County,12.27%,Democratic,402 - WALKER (09),59.0
Princess L. Blanding,3.0,Pulaski County,0.42%,Liberation,402 - WALKER (09),2.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,402 - WALKER (09),0.0
Glenn A. Youngkin,1.0,Pulaski County,79.58%,Republican,501 - ROBINSON (09),916.0
Terry R. McAuliffe,2.0,Pulaski County,19.46%,Democratic,501 - ROBINSON (09),224.0
Princess L. Blanding,3.0,Pulaski County,0.96%,Liberation,501 - ROBINSON (09),11.0
Write In,2147483647.0,Pulaski County,0.00%,Write-In,501 - ROBINSON (09),0.0
Glenn A. Youngkin,1.0,Rappahannock County,20.56%,Republican,# AB - Central Absentee Precinct (05),88.0
Terry R. McAuliffe,2.0,Rappahannock County,78.04%,Democratic,# AB - Central Absentee Precinct (05),334.0
Princess L. Blanding,3.0,Rappahannock County,1.17%,Liberation,# AB - Central Absentee Precinct (05),5.0
Write In,2147483647.0,Rappahannock County,0.23%,Write-In,# AB - Central Absentee Precinct (05),1.0
Glenn A. Youngkin,1.0,Rappahannock County,44.78%,Republican,# EV - Central Absentee Precinct (05),356.0
Terry R. McAuliffe,2.0,Rappahannock County,54.72%,Democratic,# EV - Central Absentee Precinct (05),435.0
Princess L. Blanding,3.0,Rappahannock County,0.38%,Liberation,# EV - Central Absentee Precinct (05),3.0
Write In,2147483647.0,Rappahannock County,0.13%,Write-In,# EV - Central Absentee Precinct (05),1.0
Glenn A. Youngkin,1.0,Rappahannock County,0.00%,Republican,# PE - Central Absentee Precinct (05),0.0
Terry R. McAuliffe,2.0,Rappahannock County,0.00%,Democratic,# PE - Central Absentee Precinct (05),0.0
Princess L. Blanding,3.0,Rappahannock County,0.00%,Liberation,# PE - Central Absentee Precinct (05),0.0
Write In,2147483647.0,Rappahannock County,0.00%,Write-In,# PE - Central Absentee Precinct (05),0.0
Glenn A. Youngkin,1.0,Rappahannock County,0.00%,Republican,## Provisional (05),0.0
Terry R. McAuliffe,2.0,Rappahannock County,0.00%,Democratic,## Provisional (05),0.0
Princess L. Blanding,3.0,Rappahannock County,0.00%,Liberation,## Provisional (05),0.0
Write In,2147483647.0,Rappahannock County,0.00%,Write-In,## Provisional (05),0.0
Glenn A. Youngkin,1.0,Rappahannock County,64.76%,Republican,101 - WASHINGTON (05),373.0
Terry R. McAuliffe,2.0,Rappahannock County,35.24%,Democratic,101 - WASHINGTON (05),203.0
Princess L. Blanding,3.0,Rappahannock County,0.00%,Liberation,101 - WASHINGTON (05),0.0
Write In,2147483647.0,Rappahannock County,0.00%,Write-In,101 - WASHINGTON (05),0.0
Glenn A. Youngkin,1.0,Rappahannock County,76.91%,Republican,201 - AMISSVILLE (05),503.0
Terry R. McAuliffe,2.0,Rappahannock County,22.48%,Democratic,201 - AMISSVILLE (05),147.0
Princess L. Blanding,3.0,Rappahannock County,0.46%,Liberation,201 - AMISSVILLE (05),3.0
Write In,2147483647.0,Rappahannock County,0.15%,Write-In,201 - AMISSVILLE (05),1.0
Glenn A. Youngkin,1.0,Rappahannock County,61.25%,Republican,301 - SPERRYVILLE (05),343.0
Terry R. McAuliffe,2.0,Rappahannock County,38.39%,Democratic,301 - SPERRYVILLE (05),215.0
Princess L. Blanding,3.0,Rappahannock County,0.36%,Liberation,301 - SPERRYVILLE (05),2.0
Write In,2147483647.0,Rappahannock County,0.00%,Write-In,301 - SPERRYVILLE (05),0.0
Glenn A. Youngkin,1.0,Rappahannock County,69.37%,Republican,401 - SCRABBLE (05),385.0
Terry R. McAuliffe,2.0,Rappahannock County,29.55%,Democratic,401 - SCRABBLE (05),164.0
Princess L. Blanding,3.0,Rappahannock County,0.72%,Liberation,401 - SCRABBLE (05),4.0
Write In,2147483647.0,Rappahannock County,0.36%,Write-In,401 - SCRABBLE (05),2.0
Glenn A. Youngkin,1.0,Rappahannock County,85.67%,Republican,501 - CHESTER GAP (05),257.0
Terry R. McAuliffe,2.0,Rappahannock County,14.00%,Democratic,501 - CHESTER GAP (05),42.0
Princess L. Blanding,3.0,Rappahannock County,0.33%,Liberation,501 - CHESTER GAP (05),1.0
Write In,2147483647.0,Rappahannock County,0.00%,Write-In,501 - CHESTER GAP (05),0.0
Glenn A. Youngkin,1.0,Rappahannock County,60.18%,Republican,502 - FLINT HILL (05),201.0
Terry R. McAuliffe,2.0,Rappahannock County,39.52%,Democratic,502 - FLINT HILL (05),132.0
Princess L. Blanding,3.0,Rappahannock County,0.30%,Liberation,502 - FLINT HILL (05),1.0
Write In,2147483647.0,Rappahannock County,0.00%,Write-In,502 - FLINT HILL (05),0.0
Glenn A. Youngkin,1.0,Richmond County,58.65%,Republican,# AB - Central Absentee Precinct (01),722.0
Terry R. McAuliffe,2.0,Richmond County,40.86%,Democratic,# AB - Central Absentee Precinct (01),503.0
Princess L. Blanding,3.0,Richmond County,0.49%,Liberation,# AB - Central Absentee Precinct (01),6.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,# AB - Central Absentee Precinct (01),0.0
Glenn A. Youngkin,1.0,Richmond County,0.00%,Republican,# EV - Central Absentee Precinct (01),0.0
Terry R. McAuliffe,2.0,Richmond County,0.00%,Democratic,# EV - Central Absentee Precinct (01),0.0
Princess L. Blanding,3.0,Richmond County,0.00%,Liberation,# EV - Central Absentee Precinct (01),0.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,# EV - Central Absentee Precinct (01),0.0
Glenn A. Youngkin,1.0,Richmond County,0.00%,Republican,# PE - Central Absentee Precinct (01),0.0
Terry R. McAuliffe,2.0,Richmond County,0.00%,Democratic,# PE - Central Absentee Precinct (01),0.0
Princess L. Blanding,3.0,Richmond County,0.00%,Liberation,# PE - Central Absentee Precinct (01),0.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,# PE - Central Absentee Precinct (01),0.0
Glenn A. Youngkin,1.0,Richmond County,0.00%,Republican,## Provisional (01),0.0
Terry R. McAuliffe,2.0,Richmond County,0.00%,Democratic,## Provisional (01),0.0
Princess L. Blanding,3.0,Richmond County,0.00%,Liberation,## Provisional (01),0.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,## Provisional (01),0.0
Glenn A. Youngkin,1.0,Richmond County,56.86%,Republican,101 - PRECINCT 1-1 (01),174.0
Terry R. McAuliffe,2.0,Richmond County,41.18%,Democratic,101 - PRECINCT 1-1 (01),126.0
Princess L. Blanding,3.0,Richmond County,1.31%,Liberation,101 - PRECINCT 1-1 (01),4.0
Write In,2147483647.0,Richmond County,0.65%,Write-In,101 - PRECINCT 1-1 (01),2.0
Glenn A. Youngkin,1.0,Richmond County,81.48%,Republican,201 - PRECINCT 2-1 (01),308.0
Terry R. McAuliffe,2.0,Richmond County,17.72%,Democratic,201 - PRECINCT 2-1 (01),67.0
Princess L. Blanding,3.0,Richmond County,0.79%,Liberation,201 - PRECINCT 2-1 (01),3.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,201 - PRECINCT 2-1 (01),0.0
Glenn A. Youngkin,1.0,Richmond County,75.48%,Republican,301 - PRECINCT 3-1 (01),237.0
Terry R. McAuliffe,2.0,Richmond County,24.52%,Democratic,301 - PRECINCT 3-1 (01),77.0
Princess L. Blanding,3.0,Richmond County,0.00%,Liberation,301 - PRECINCT 3-1 (01),0.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,301 - PRECINCT 3-1 (01),0.0
Glenn A. Youngkin,1.0,Richmond County,80.65%,Republican,401 - PRECINCT 4-1 (01),396.0
Terry R. McAuliffe,2.0,Richmond County,18.74%,Democratic,401 - PRECINCT 4-1 (01),92.0
Princess L. Blanding,3.0,Richmond County,0.61%,Liberation,401 - PRECINCT 4-1 (01),3.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,401 - PRECINCT 4-1 (01),0.0
Glenn A. Youngkin,1.0,Richmond County,83.80%,Republican,501 - PRECINCT 5-1 (01),388.0
Terry R. McAuliffe,2.0,Richmond County,15.33%,Democratic,501 - PRECINCT 5-1 (01),71.0
Princess L. Blanding,3.0,Richmond County,0.86%,Liberation,501 - PRECINCT 5-1 (01),4.0
Write In,2147483647.0,Richmond County,0.00%,Write-In,501 - PRECINCT 5-1 (01),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,# AB - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,# AB - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,# AB - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,# AB - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,# AB - Central Absentee Precinct (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,# AB - Central Absentee Precinct (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,# AB - Central Absentee Precinct (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,# AB - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,61.42%,Republican,# EV - Central Absentee Precinct (06),6073.0
Terry R. McAuliffe,2.0,Roanoke County,38.25%,Democratic,# EV - Central Absentee Precinct (06),3782.0
Princess L. Blanding,3.0,Roanoke County,0.29%,Liberation,# EV - Central Absentee Precinct (06),29.0
Write In,2147483647.0,Roanoke County,0.03%,Write-In,# EV - Central Absentee Precinct (06),3.0
Glenn A. Youngkin,1.0,Roanoke County,61.65%,Republican,# EV - Central Absentee Precinct (09),1222.0
Terry R. McAuliffe,2.0,Roanoke County,38.19%,Democratic,# EV - Central Absentee Precinct (09),757.0
Princess L. Blanding,3.0,Roanoke County,0.15%,Liberation,# EV - Central Absentee Precinct (09),3.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,# EV - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,# PE - Central Absentee Precinct (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,# PE - Central Absentee Precinct (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,# PE - Central Absentee Precinct (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,# PE - Central Absentee Precinct (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,# PE - Central Absentee Precinct (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,# PE - Central Absentee Precinct (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,# PE - Central Absentee Precinct (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,# PE - Central Absentee Precinct (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,## Provisional (06),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,## Provisional (06),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,## Provisional (06),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,## Provisional (06),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,## Provisional (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,## Provisional (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,## Provisional (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,## Provisional (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,101 - CATAWBA (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,101 - CATAWBA (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,101 - CATAWBA (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,101 - CATAWBA (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,102 - MASON VALLEY (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,102 - MASON VALLEY (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,102 - MASON VALLEY (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,102 - MASON VALLEY (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,103 - GLENVAR (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,103 - GLENVAR (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,103 - GLENVAR (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,103 - GLENVAR (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,104 - NORTHSIDE (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,104 - NORTHSIDE (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,104 - NORTHSIDE (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,104 - NORTHSIDE (09),0.0
Glenn A. Youngkin,1.0,Roanoke County,0.00%,Republican,105 - PETERS CREEK (09),0.0
Terry R. McAuliffe,2.0,Roanoke County,0.00%,Democratic,105 - PETERS CREEK (09),0.0
Princess L. Blanding,3.0,Roanoke County,0.00%,Liberation,105 - PETERS CREEK (09),0.0
Write In,2147483647.0,Roanoke County,0.00%,Write-In,105 - PETERS CREEK (09),0.0
